inst_name,state_abbr,city,county_name,enrollment_men,enrollment_women,enrollment_total,ath_classification_code
Stone Academy-East Hartford,CT,East Hartford,Hartford County,,,,
West Hills Community College District,CA,Coalinga,Fresno County,,,,
Unitech Training Academy-Houma,LA,Houma,Terrebonne Parish,,,,
Rasmussen University-Illinois,IL,Rockford,Winnebago County,,,,
International Institute for Restorative Practices,PA,Bethlehem,Northampton County,,,,
Educational Technical College-Recinto de Coamo,PR,Coamo,Coamo Municipio,,,,
Automotive Training Center-Warminster,PA,Warminster,Bucks County,,,,
Empire Beauty School-Milwaukee,WI,Milwaukee,Milwaukee County,,,,
Triangle Tech Inc-Bethlehem,PA,Bethlehem,Lehigh County,,,,
Milan Institute-Clovis,CA,Clovis,Fresno County,,,,
Strayer University-Florida,FL,Tampa,Hillsborough County,,,,
Pima Medical Institute-Renton,WA,Renton,King County,,,,
CBT Technology Institute-Main Campus,FL,Miami,Miami-Dade County,,,,
CBT Technology Institute-Hialeah,FL,Hialeah,Miami-Dade County,,,,
Dewey University-Juana Díaz,PR,Juana Diaz,Juana Díaz,,,,
The College of Health Care Professions-San Antonio,TX,San Antonio,Bexar County,,,,
Brittany Beauty Academy,NY,Bronx,Bronx County,,,,
Lincoln Technical Institute-Whitestone,NY,Whitestone,Queens County,,,,
American Public University System,WV,Charles Town,Jefferson County,,,,
Huntsville Bible College,AL,Huntsville,Madison County,,,,
Beaumont Adult School,CA,Beaumont,Riverside County,,,,
Make-up Designory,CA,Burbank,Los Angeles County,,,,
Gnomon,CA,Hollywood,Los Angeles County,,,,
Coachella Valley Beauty College,CA,La Quinta,Riverside County,,,,
Valley College of Medical Careers,CA,West Hills,Los Angeles County,,,,
Academy of Natural Therapy Inc,CO,Greeley,Weld County,,,,
Academy Di Capelli-School of Cosmetology,CT,Wallingford,New Haven County,,,,
Delaware Learning Institute of Cosmetology,DE,Dagsboro,Sussex County,,,,
Dragon Rises College of Oriental Medicine,FL,Gainesville,Alachua County,,,,
Palm Beach Academy of Health & Beauty,FL,Lake Park,Palm Beach County,,,,
SABER College,FL,Miami,Miami-Dade County,,,,
Taylor College,FL,Belleview,Marion County,,,,
Pensacola School of Massage Therapy & Health Careers,FL,Pensacola,Escambia County,,,,
Ideal Beauty Academy,IN,Jeffersonville,Clark County,,,,
Denmark College,IN,Merrillville,Lake County,,,,
Louisiana Culinary Institute,LA,Baton Rouge,East Baton Rouge Parish,,,,
Bais Medrash Toras Chesed,NJ,Lakewood,Ocean County,,,,
Ace Institute of Technology,NY,New York,New York County,,,,
New Age Training,NY,New York,New York County,,,,
Dayton School of Medical Massage,OH,Dayton,Montgomery County,,,,
Northcoast Medical Training Academy,OH,Kent,Portage County,,,,
ATA College,OK,Tulsa,Tulsa County,,,,
Visible Music College,TN,Memphis,Shelby County,,,,
CCI Training Center-Arlington,TX,Arlington,Tarrant County,,,,
Champion Beauty College,TX,Houston,Harris County,,,,
Southeast Texas Career Institute,TX,Silsbee,Hardin County,,,,
Southwest Technical College,UT,Cedar City,Iron County,,,,
Virginia Beach Theological Seminary,VA,Virginia Beach,Virginia Beach City,,,,
Milwaukee Career College,WI,Milwaukee,Milwaukee County,,,,
University of the West,CA,Rosemead,Los Angeles County,,,,
American College of Education,IN,Indianapolis,Marion County,,,,
South University-Tampa,FL,Tampa,Hillsborough County,,,,
Milan Institute of Cosmetology-San Antonio Military,TX,San Antonio,Bexar County,,,,
Appalachian College of Pharmacy,VA,Oakwood,Buchanan County,,,,
Averett University-Non-Traditional Programs,VA,Danville,Danville City,,,,
Paul Mitchell the School-Tampa,FL,Tampa,Hillsborough County,,,,
Paul Mitchell the School-San Diego,CA,San Diego,San Diego County,,,,
Paul Mitchell the School-Michigan,MI,Sterling Heights,Macomb County,,,,
Paul Mitchell the School-Sherman Oaks,CA,Sherman Oaks,Los Angeles County,,,,
Paul Mitchell the School-Tysons Corner,VA,McLean,Fairfax County,,,,
Blue Cliff College-Houma,LA,Houma,Terrebonne Parish,,,,
Fortis College-Columbus,OH,Westerville,Franklin County,,,,
Fortis College-Cincinnati,OH,Cincinnati,Hamilton County,,,,
Blue Cliff College-Fayetteville,AR,Fayetteville,Washington County,,,,
Blue Cliff College-Alexandria,LA,Alexandria,Rapides Parish,,,,
Strayer University-Delaware,DE,Wilmington,New Castle County,,,,
Brite Divinity School,TX,Fort Worth,Tarrant County,,,,
Strayer University-Alabama,AL,Birmingham,Jefferson County,,,,
Brown Aveda Institute-Strongsville,OH,Strongsville,Cuyahoga County,,,,
Clary Sage College,OK,Tulsa,Tulsa County,,,,
Rasmussen University-Wisconsin,WI,Green Bay,Brown County,,,,
Empire Beauty School-Richmond,VA,Richmond,Henrico County,,,,
Empire Beauty School-North Hills,PA,Pittsburgh,Allegheny County,,,,
Empire Beauty School-Concord,NC,Concord,Cabarrus County,,,,
Lexington Healing Arts Academy,KY,Lexington,Fayette County,,,,
Empire Beauty School-Hooksett,NH,Hooksett,Merrimack County,,,,
The Institute of Beauty and Wellness,WI,Milwaukee,Milwaukee County,,,,
Carrington College-Stockton,CA,Stockton,San Joaquin County,,,,
Carrington College-Citrus Heights,CA,Citrus Heights,Sacramento County,,,,
Trend Barber College,TX,Houston,Harris County,,,,
Euphoria Institute of Beauty Arts & Sciences-Summerlin,NV,Las Vegas,Clark County,,,,
Columbia Southern University,AL,Orange Beach,Baldwin County,,,,
Arizona Culinary Institute,AZ,Scottsdale,Maricopa County,,,,
Healthcare Career College,CA,Paramount,Los Angeles County,,,,
Coastline Beauty College,CA,Fountain Valley,Orange County,,,,
Branford Academy of Hair and Cosmetology,CT,Branford,New Haven County,,,,
Academy of Massage and Bodywork,DE,Bear,New Castle County,,,,
Academy for Five Element Acupuncture,FL,Gainesville,Alachua County,,,,
Academy of Career Training,FL,Kissimmee,Osceola County,,,,
Miami Regional University,FL,Miami Springs,Miami-Dade County,,,,
Paul Mitchell the School-Miami,FL,Miami,Miami-Dade County,,,,
Aveda Institute-South Florida,FL,Davie,Broward County,,,,
Aveda Institute-Tallahassee,FL,Tallahassee,Leon County,,,,
Shear Excellence Hair Academy,FL,Tampa,Hillsborough County,,,,
Carlson College of Massage Therapy,IA,Anamosa,Jones County,,,,
MyComputerCareer.com,IN,Indianapolis,Marion County,,,,
Z Hair Academy,KS,Overland Park,Johnson County,,,,
DiGrigoli School of Cosmetology,MA,West Springfield,Hampden County,,,,
Millennium Training Institute,MA,Woburn,Middlesex County,,,,
Elevate Salon Institute,MI,Royal Oak,Oakland County,,,,
Lakewood School of Therapeutic Massage,MI,Port Huron,St. Clair County,,,,
The Salon Professional Academy-Battle Creek,MI,Battle Creek,Calhoun County,,,,
Trend Setters School,MO,Cape Girardeau,Cape Girardeau County,,,,
Academy of Hair Design-Springfield,MO,Springfield,Greene County,,,,
Corinth Academy of Cosmetology,MS,Corinth,Alcorn County,,,,
Southeastern College-Charlotte,NC,Charlotte,Mecklenburg County,,,,
Yeshivas Be'er Yitzchok,NJ,Elizabeth,Union County,,,,
Yeshiva Toras Chaim,NJ,Lakewood,Ocean County,,,,
Talmudical Seminary of Bobov,NY,Brooklyn,Kings County,,,,
Center for Allied Health Education,NY,Brooklyn,Kings County,,,,
Monroe 2 Orleans BOCES-Center for Workforce Development,NY,Rochester,Monroe County,,,,
Aveda Fredric's Institute-Cincinnati,OH,West Chester,Butler County,,,,
MyComputerCareer.edu-Columbus,OH,Westerville,Delaware County,,,,
CDE Career Institute,PA,Tannersville,Monroe County,,,,
Instituto Educativo Premier,PR,Ponce,Ponce Municipio,,,,
Charleston School of Law,SC,Charleston,Charleston County,,,,
Elite College of Cosmetology,TN,Lexington,Henderson County,,,,
Manuel and Theresa's School of Hair Design-Bryan,TX,Bryan,Brazos County,,,,
Southwest University at El Paso,TX,El Paso,El Paso County,,,,
Paul Mitchell the School-Austin,TX,Austin,Travis County,,,,
Aveda Institute-Provo,UT,Provo,Utah County,,,,
Dixie Technical College,UT,Saint George,Washington County,,,,
Victoria's Academy of Cosmetology,WA,Kennewick,Benton County,,,,
Paul Mitchell the School-San Antonio,TX,San Antonio,Bexar County,,,,
CEM College-Bayamon,PR,Bayamón,Bayamón Municipio,,,,
Bryant & Stratton College-Wauwatosa,WI,Wauwatosa,Milwaukee County,224.0,527.0,751.0,13.0
The Art Institute of Austin,TX,Bastrop,Bastrop County,,,,
Remington College-Houston Southeast Campus,TX,Webster,Harris County,,,,
Remington College-Shreveport Campus,LA,Shreveport,Caddo Parish,,,,
Jenny Lea Academy of Cosmetology,TN,Johnson City,Washington County,,,,
Patrick Henry College,VA,Purcellville,Loudoun County,,,,
The Hair Academy,ND,Bismarck,Burleigh County,,,,
Ross Medical Education Center-New Baltimore,MI,New Baltimore,Macomb County,,,,
Ross College-Sylvania,OH,Sylvania,Lucas County,,,,
Escuela De Troqueleria Y Herramentaje,PR,Bayamon,Bayamón Municipio,,,,
Fortis Institute-Nashville,TN,Nashville,Davidson County,,,,
ATA College-Cincinnati,OH,Cincinnati,Hamilton County,,,,
Community Technology Learning Center of Portage,OH,Ravenna,Portage County,,,,
Dental Assistant Pro LLC-Columbus,OH,Westerville,Franklin County,,,,
Dental Assistant Pro-Lebanon,OH,Lebanon,Warren County,,,,
Elite Welding Academy LLC,OH,Cincinnati,Butler County,,,,
Galen College of Nursing-Cincinnati,OH,Cincinnati,Hamilton County,,,,
Strayer University-North Carolina,NC,Greensboro,Guilford County,,,,
Strayer University-New Jersey,NJ,Piscataway,Middlesex County,,,,
International Culinary Arts and Sciences Institute,OH,Chesterland,Geauga County,,,,
Ohio Media School-Columbus,OH,Columbus,Franklin County,,,,
Ohio Medical Career College,OH,Dayton,Montgomery County,,,,
The King's College,NY,New York,New York County,128.0,211.0,339.0,20.0
Chamberlain University-Administrative Office,IL,Chicago,Cook County,,,,
Chamberlain University-Illinois,IL,Addison,DuPage County,,,,
Chamberlain University-Ohio,OH,Columbus,Franklin County,,,,
Chamberlain University-Arizona,AZ,Phoenix,Maricopa County,,,,
Career Quest Learning Centers-Jackson,MI,Jackson,Jackson County,,,,
Bryan University,AR,Rogers,Benton County,,,,
The Salon Professional Academy-Appleton,WI,Appleton,Outagamie County,,,,
Milan Institute of Cosmetology-Vacaville,CA,Vacaville,Solano County,,,,
Milan Institute of Cosmetology-Reno,NV,Reno,Washoe County,,,,
Ottawa University-Online,KS,Ottawa,Franklin County,,,,
Paul Mitchell the School-Esani,GA,Roswell,Fulton County,,,,
Institute of Production and Recording,MN,Minneapolis,Hennepin County,,,,
Paul Mitchell the School-Birmingham,AL,Hoover,Jefferson County,,,,
Taft University System,CO,Lakewood,Jefferson County,,,,
Mayfield College,CA,Cathedral City,Riverside County,,,,
Academy of Esthetics and Cosmetology,CA,San Fernando,Los Angeles County,,,,
Borner's Barber College,CA,Los Angeles,Los Angeles County,,,,
Paul Mitchell the School-Pasadena,CA,Pasadena,Los Angeles County,,,,
San Francisco Institute of Esthetics & Cosmetology Inc,CA,San Francisco,San Francisco County,,,,
Laurus College,CA,San Luis Obispo,San Luis Obispo County,,,,
Healing Hands School of Holistic Health,CA,Escondido,San Diego County,,,,
Career Development Institute Inc,CA,Los Angeles,Los Angeles County,,,,
Auguste Escoffier School of Culinary Arts-Boulder,CO,Boulder,Boulder County,,,,
Aspen University,AZ,Phoenix,Denver County,,,,
Institute of Taoist Education and Acupuncture,CO,Louisville,Boulder County,,,,
National Beauty College,CO,Denver,Adams County,,,,
Denver College of Nursing,CO,Denver,Denver County,,,,
Cambridge College of Healthcare & Technology,FL,Delray Beach,Palm Beach County,,,,
Cozmo Beauty School,FL,Bonita Springs,Lee County,,,,
Celebrity School of Beauty,FL,Miami,Miami-Dade County,,,,
Paul Mitchell the School-Atlanta,GA,Atlanta,Fulton County,,,,
Evans Hairstyling College-Rexburg,ID,Rexburg,Madison County,,,,
Paul Mitchell the School-Rexburg,ID,Rexburg,Madison County,,,,
University of Aesthetics & Cosmetology,IL,Chicago,Cook County,,,,
The University of Aesthetics & Cosmetology,IL,Downers Grove,DuPage County,,,,
Tricoci University of Beauty Culture-Chicago NW,IL,Chicago,Cook County,,,,
Tricoci University of Beauty Culture-Glendale Heights,IL,Glendale Heights,DuPage County,,,,
Tricoci University of Beauty Culture-Peoria,IL,Peoria,Peoria County,,,,
Tricoci University of Beauty Culture-Rockford,IL,Rockford,Winnebago County,,,,
Omega Studios' School of Applied Recording Arts & Sciences,MD,Rockville,Montgomery County,,,,
French Academy of Cosmetology,MI,Spring Lake,Ottawa County,,,,
Healing Arts Center,MO,St. Louis,St. Louis County,,,,
Paul Mitchell the School-Springfield,MO,Springfield,Greene County,,,,
Urshan Graduate School of Theology,MO,Wentzville,St. Charles County,,,,
Mississippi Institute of Aesthetics Nails & Cosmetology,MS,Clinton,Hinds County,,,,
College of Western Idaho,ID,Nampa,Canyon County,,,,
Aveda Institute-Chapel Hill,NC,Chapel Hill,Orange County,,,,
Daoist Traditions College of Chinese Medical Arts,NC,Asheville,Buncombe County,,,,
Total Image Beauty Academy,NJ,Union City,Hudson County,,,,
Jersey College,NJ,Teterboro,Bergen County,,,,
American Institute of Medical Sciences & Education,NJ,Piscataway,Middlesex County,,,,
Casal Institute of Nevada,NV,Las Vegas,Clark County,,,,
Career School of NY,NY,Staten Island,Richmond County,,,,
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,NY,Ballston Spa,Saratoga County,,,,
Yeshiva of Machzikai Hadas,NY,Brooklyn,Kings County,,,,
Aveda Institute-Columbus,OH,Columbus,Franklin County,,,,
Paul Mitchell the School-Cincinnati,OH,Cincinnati,Hamilton County,,,,
Hands on Therapy,TX,Mesquite,Dallas County,,,,
MediaTech Institute-Dallas,TX,Dallas,Dallas County,,,,
Aveda Arts & Sciences Institute-San Antonio,TX,San Antonio,Bexar County,,,,
Skin Science Institute,UT,Sandy,Salt Lake County,,,,
Pacific Northwest University of Health Sciences,WA,Yakima,Yakima County,,,,
The Chicago School of Professional Psychology at Anaheim,CA,Anaheim,Orange County,,,,
Fortis College-Dothan,AL,Dothan,Houston County,,,,
Fortis Institute-Pensacola,FL,Pensacola,Escambia County,,,,
Fortis College-Montgomery,AL,Montgomery,Montgomery County,,,,
Woodland Community College,CA,Woodland,Yolo County,,,,
Dorsey College-Roseville,MI,Roseville,Macomb County,,,,
Fortis Institute-Birmingham,AL,Birmingham,Jefferson County,,,,
The Chicago School of Professional Psychology at Los Angeles,CA,Los Angeles,Los Angeles County,,,,
Cardiac and Vascular Institute of Ultrasound,AL,Mobile,Mobile County,,,,
Studio Academy of Beauty,AZ,Chandler,Maricopa County,,,,
California Nurses Educational Institute,CA,Palm Springs,Riverside County,,,,
Paul Mitchell the School-Sacramento,CA,Sacramento,Sacramento County,,,,
Providence Christian College,CA,Pasadena,Los Angeles County,75.0,48.0,123.0,9.0
Oxford Academy of Hair Design Inc,CT,Seymour,New Haven County,,,,
Institute of World Politics,DC,Washington,District of Columbia,,,,
Pontifical John Paul II Institute for Studies on Marriage and Family,DC,Washington,District of Columbia,,,,
Medical Institute of Palm Beach,FL,Greenacres,Palm Beach County,,,,
Oliver Finley Academy of Cosmetology,ID,Boise,Ada County,,,,
National Career College,CA,Panorama City,Los Angeles County,,,,
Aveda Institute-Chicago,IL,Chicago,Cook County,,,,
Tricoci University of Beauty Culture-Libertyville,IL,Libertyville,Lake County,,,,
Tricoci University of Beauty Culture-Bridgeview,IL,Bridgeview,Cook County,,,,
The Temple-A Paul Mitchell Partner School,MD,Frederick,Frederick County,,,,
Center for Massage,NC,Asheville,Buncombe County,,,,
Academy of Hair Design-Oklahoma City,OK,Oklahoma City,Oklahoma County,,,,
Liberty Junior College,PR,Cayey,Cayey Municipio,,,,
Toni & Guy Hairdressing Academy-Cranston,RI,Cranston,Providence County,,,,
South Texas Training Center,TX,San Benito,Cameron County,,,,
Columbia College,VA,Vienna,Fairfax County,,,,
Vermont College of Fine Arts,VT,Montpelier,Washington County,,,,
Advanced Welding Institute,VT,South Burlington,Chittenden County,,,,
Paul Mitchell the School-Memphis,TN,Memphis,Shelby County,,,,
Pima Medical Institute-East Valley,AZ,Mesa,Maricopa County,,,,
Paul Mitchell the School-Cleveland,OH,Twinsburg,Summit County,,,,
Paul Mitchell the School-Columbus,OH,Columbus,Franklin County,,,,
Empire Beauty School-Spring Lake Park,MN,Spring Lake Park,Anoka County,,,,
MediaTech Institute-Houston,TX,Houston,Harris County,,,,
Miller-Motte College-Raleigh,NC,Raleigh,Wake County,,,,
Lamson Institute,TX,San Antonio,Bexar County,,,,
College of Hair Design-East Campus,NE,Lincoln,Lancaster County,,,,
Fortis College-Salt Lake City,UT,Salt Lake City,Salt Lake County,,,,
Polytechnic University of Puerto Rico-Miami,FL,Miami,Miami-Dade County,,,,
Polytechnic University of Puerto Rico-Orlando,FL,Orlando,Orange County,,,,
Ross Medical Education Center-Fort Wayne,IN,Fort Wayne,Allen County,,,,
Ross Medical Education Center-Battle Creek,MI,Battle Creek,Calhoun County,,,,
Geisinger Commonwealth School of Medicine,PA,Scranton,Lackawanna County,,,,
"Josef's School of Hair, Skin & Body-Fargo",ND,Fargo,Cass County,,,,
Miller-Motte College-McCann-Allentown,PA,Allentown,Lehigh County,,,,
Salon Success Academy-Fontana,CA,Fontana,San Bernardino County,,,,
Salon Success Academy-Redlands,CA,Redlands,San Bernardino County,,,,
Strayer University-West Virginia,WV,Scott Depot,Putnam County,,,,
Vanguard College of Cosmetology-Baton Rouge,LA,Baton Rouge,East Baton Rouge Parish,,,,
San Joaquin Valley College-Hesperia,CA,Hesperia,San Bernardino County,,,,
South Texas Vocational Technical Institute-Brownsville,TX,Brownsville,Cameron County,,,,
Miller-Motte College-STVT-Corpus Christi,TX,Corpus Christi,Nueces County,,,,
University of Minnesota-Rochester,MN,Rochester,Olmsted County,,,,
Health And Style Institute,NC,Greensboro,Guilford County,,,,
CBT Technology Institute-Cutler Bay,FL,Cutler Bay,Miami-Dade County,,,,
Capri Beauty College,IL,New Lenox,Will County,,,,
Milan Institute-Bakersfield,CA,Bakersfield,Kern County,,,,
Homestead Schools,CA,Torrance,Los Angeles County,,,,
Carrington College-Las Vegas,NV,Las Vegas,Clark County,,,,
Carrington College-Reno,NV,Reno,Washoe County,,,,
Chamberlain University-Florida,FL,Jacksonville,Duval County,,,,
Washington Barber College Inc,AR,Little Rock,Pulaski County,,,,
InterCoast Colleges-Rancho Cordova,CA,Rancho Cordova,Sacramento County,,,,
Horizon University,IN,Indianapolis,Marion County,,,,
Beyond 21st Century Beauty Academy,CA,Santa Fe Springs,Los Angeles County,,,,
Academy for Jewish Religion-California,CA,Los Angeles,Los Angeles County,,,,
Angeles College,CA,Los Angeles,Los Angeles County,,,,
Angeles Institute,CA,ARTESIA,Los Angeles County,,,,
Paul Mitchell the School-Temecula,CA,Temecula,Riverside County,,,,
TIGI Hairdressing Academy Guilford,CT,Guilford,New Haven County,,,,
International Institute of Cosmetology,CT,Wethersfield,Hartford County,,,,
Florida School of Traditional Midwifery,FL,Gainesville,Alachua County,,,,
Emerald Coast Technical College,FL,DeFuniak Springs,Walton County,,,,
Immokalee Technical College,FL,Immokalee,Collier County,,,,
American Academy of Cosmetology,FL,Orange Park,Clay County,,,,
University of Fort Lauderdale,FL,Lauderhill,Broward County,203.0,29.0,232.0,15.0
Aviation Institute of Maintenance-Orlando,FL,Casselberry,Seminole County,,,,
Summit Salon Academy,FL,Tampa,Hillsborough County,,,,
Summit Salon Academy-Gainesville,FL,Gainesville,Alachua County,,,,
Tenaj Salon Institute,FL,The Villages,Sumter County,,,,
Profile Institute of Barber-Styling,GA,Atlanta,Fulton County,,,,
Keune Academy by 124,GA,Lawrenceville,Gwinnett County,,,,
Pacific Rim Christian University,HI,Honolulu,Honolulu County,,,,
Paul Mitchell the School-Twin Falls,ID,TWIN FALLS,Twin Falls County,,,,
Ambria College of Nursing,IL,Hoffman Estates,Cook County,,,,
Midwestern Career College,IL,Chicago,Cook County,,,,
Paul Mitchell the School-Normal,IL,Normal,McLean County,,,,
Innovations Design Academy,IL,Canton,Fulton County,,,,
Aveda Fredric's Institute-Indianapolis,IN,Carmel,Hamilton County,,,,
Summit Salon Academy,IN,Anderson,Madison County,,,,
Eric Fisher Academy,KS,Wichita,Sedgwick County,,,,
My Le's Beauty College,LA,Gretna,Jefferson Parish,,,,
Blackstone Valley Vocational Regional School District,MA,Upton,Worcester County,,,,
Southern Worcester County Regional Vocational School District,MA,Charlton,Worcester County,,,,
L'esprit Academy,MI,Canton,Wayne County,,,,
Marketti Academy of Cosmetology,MI,Waterford,Oakland County,,,,
CenterPoint Massage & Shiatsu Therapy School & Clinic,MN,Bloomington,Hennepin County,,,,
Avalon School of Cosmetology,MN,Worthington,Nobles County,,,,
American Business and Technology University,MO,St Joseph,Buchanan County,,,,
City Vision University,MO,Kansas City,Jackson County,,,,
Bitterroot School of Cosmetology,MT,Hamilton,Ravalli County,,,,
Montana Academy of Salons,MT,Great Falls,Cascade County,,,,
National Career Institute,NJ,East Orange,Essex County,,,,
Toni & Guy Hairdressing Academy-Albuquerque,NM,Albuquerque,Bernalillo County,,,,
International Academy of Style,NV,Reno,Washoe County,,,,
EDP School,NY,Brooklyn,Kings County,,,,
New York Medical Career Training Center,NY,Flushing,Queens County,,,,
Institute of Culinary Education,NY,New York,New York County,,,,
The Salon Professional Academy-Tonawanda,NY,Tonawanda,Erie County,,,,
Onondaga School of Therapeutic Massage-Syracuse,NY,Syracuse,Onondaga County,,,,
Academy of Cosmetology and Esthetics NYC,NY,Staten Island,Richmond County,,,,
Four County Career Center,OH,Archbold,Henry County,,,,
Summit Salon Academy-Perrysburg,OH,Perrysburg,Wood County,,,,
Portland Actors Conservatory,OR,Portland,Multnomah County,,,,
Somerset County Technology Center,PA,Somerset,Somerset County,,,,
Metro Beauty Academy,PA,Allentown,Lehigh County,,,,
Academy for Careers and Technology,SC,Mullins,Marion County,,,,
Aiken School of Cosmetology and Barbering,SC,Aiken,Aiken County,,,,
Love Beauty School Inc,TN,Manchester,Coffee County,,,,
Houston International College Cardiotech Ultrasound School,TX,Houston,Harris County,,,,
DuVall's School of Cosmetology,TX,Bedford,Tarrant County,,,,
Advanced Beauty College,TX,Irving,Dallas County,,,,
Texas Beauty College,TX,Haltom city,Tarrant County,,,,
Avenue Five Institute,TX,Austin,Travis County,,,,
The Salon Professional Academy-Lewisville,TX,Lewisville,Denton County,,,,
Renaissance Academie,UT,Provo,Utah County,,,,
Ascent College,VA,Hampton,Hampton City,,,,
Institute of Advanced Medical Esthetics,VA,Ashland,Hanover County,,,,
Aveda Arts & Sciences Institute Seattle,WA,Seattle,King County,,,,
Northwest School of Wooden Boat Building,WA,Port Hadlock,Jefferson County,,,,
The Salon Professional Academy-Onalaska,WI,Onalaska,La Crosse County,,,,
West Coast University-Orange County,CA,Anaheim,Orange County,,,,
West Coast University-Ontario,CA,Ontario,San Bernardino County,,,,
Midwest Technical Institute-East Peoria,IL,East Peoria,Tazewell County,,,,
Paul Mitchell the School-Chicago,IL,Chicago,Cook County,,,,
Miller-Motte College-Fayetteville,NC,Fayetteville,Cumberland County,,,,
European Massage Therapy School-Las Vegas,NV,Las Vegas,Clark County,,,,
Miller-Motte College-Columbus,GA,Columbus,Muscogee County,,,,
The Art Institute of Virginia Beach,VA,Virginia Beach,Virginia Beach City,,,,
Zaytuna College,CA,Berkeley,Alameda County,,,,
Fortis College-Indianapolis,IN,Indianapolis,Marion County,,,,
Empire Beauty School-E Memphis,TN,Memphis,Shelby County,,,,
Empire Beauty School-Nashville,TN,Brentwood,Williamson County,,,,
Empire Beauty School-Jackson,TN,Jackson,Madison County,,,,
Empire Beauty School-Springfield,PA,Springfield,Delaware County,,,,
Empire Beauty School-Speedway,IN,Speedway,Marion County,,,,
Empire Beauty School-Morrow,GA,Morrow,Clayton County,,,,
Strayer University-Arkansas,AR,Little Rock,Pulaski County,,,,
Strayer University-Georgia,GA,Atlanta,DeKalb County,,,,
Strayer University-Mississippi,MS,Jackson,Hinds County,,,,
Strayer University-South Carolina,SC,Greenville,Greenville County,,,,
Strayer University-Texas,TX,Farmers Branch,Travis County,,,,
The Art Institute of San Antonio,TX,San Antonio,Bexar County,,,,
Empire Beauty School-S Memphis,TN,Memphis,Shelby County,,,,
Empire Beauty School-Charlotte,NC,Charlotte,Mecklenburg County,,,,
Empire Beauty School-Winston-Salem,NC,Winston-Salem,Forsyth County,,,,
Empire Beauty School-West Palm,FL,West Palm Beach,Palm Beach County,,,,
Empire Beauty School-Pineville,NC,Charlotte,Mecklenburg County,,,,
Paul Mitchell the School-Phoenix,AZ,Phoenix,Maricopa County,,,,
All Beauty College,AZ,Bullhead City,Mohave County,,,,
Paul Mitchell the School-Modesto,CA,Modesto,Stanislaus County,,,,
Cosmo Beauty Academy,CA,Sacramento,Sacramento County,,,,
Paul Mitchell the School-Fresno,CA,Fresno,Fresno County,,,,
Unitek College,CA,Fremont,Alameda County,,,,
Gurnick Academy of Medical Arts,CA,San Mateo,San Mateo County,,,,
Paul Mitchell the School-East Bay,CA,Pleasant Hill,Contra Costa County,,,,
South University-Richmond,VA,Glen Allen,Henrico County,,,,
South University-Virginia Beach,VA,Virginia Beach,Virginia Beach City,,,,
Aveda Institute-Denver,CO,Denver,Denver County,,,,
Paul Mitchell the School-Colorado Springs,CO,Colorado Springs,El Paso County,,,,
The Salon Professional Academy-Colorado Springs,CO,Colorado Springs,El Paso County,,,,
Paul Mitchell the School-Delaware,DE,Newark,New Castle County,,,,
Future-Tech Institute,FL,Miami,Miami-Dade County,,,,
Fred K Marchman Technical College,FL,New Port Richey,Pasco County,,,,
The Salon Professional Academy-Ft Myers,FL,Fort Myers,Lee County,,,,
Universal Spa Training Academy,IL,Downers Grove,DuPage County,,,,
The Salon Professional Academy-Evansville,IN,Evansville,Vanderburgh County,,,,
Tri County Regional Vocational Technical High School,MA,Franklin,Norfolk County,,,,
Compass College of Film and Media,MI,Grand Rapids,Kent County,,,,
Nova Academy of Cosmetology,MN,Rochester,Olmsted County,,,,
SAE Institute of Technology-New York,NY,New York,New York County,,,,
Sage School of Massage & Esthetics,OR,Bend,Deschutes County,,,,
Peloton College,TX,Dallas,Dallas County,,,,
ABC Beauty Academy,TX,Richardson,Dallas County,,,,
Salon & Spa Institute,TX,Brownsville,Cameron County,,,,
American Beauty Academy,UT,Payson,Utah County,,,,
Summit Salon Academy,WA,Tacoma,Pierce County,,,,
Paul Mitchell the School-Milwaukee,WI,Wauwatosa,Milwaukee County,,,,
Touro University Worldwide,CA,Los Alamitos,Orange County,,,,
Touro University California,CA,Vallejo,Solano County,,,,
The Chicago School of Professional Psychology at Washington DC,DC,Washington,District of Columbia,,,,
Touro University Nevada,NV,Henderson,Clark County,,,,
Herzing University-Kenosha,WI,Kenosha,Kenosha County,,,,
Herzing University-Brookfield,WI,Brookfield,Waukesha County,,,,
Texas A&M University-San Antonio,TX,San Antonio,Bexar County,1207.0,2238.0,3445.0,9.0
Fortis Institute,TX,Houston,Harris County,,,,
Southern Careers Institute-Brownsville,TX,Brownsville,Cameron County,,,,
Southern Careers Institute-Harlingen,TX,Harlingen,Cameron County,,,,
Strayer University-Global Region,DC,Washington,District of Columbia,,,,
Kenneth Shuler School of Cosmetology-Florence,SC,Florence,Florence County,,,,
Fortis College-Columbia,SC,Columbia,Richland County,,,,
Ross Medical Education Center-Davison,MI,Davison,Genesee County,,,,
Ross Medical Education Center-Granger,IN,Granger,St. Joseph County,,,,
Ross Medical Education Center-Niles,OH,Niles,Trumbull County,,,,
Ross Medical Education Center-Canton,MI,Canton,Wayne County,,,,
Pima Medical Institute-Houston,TX,Houston,Harris County,,,,
Illinois Media School-Chicago Campus,IL,Chicago,Cook County,,,,
